"","lga_id","X_id_facility_list","total_facility_list","matched_facility_list","rejected_facility_list","finished_facility_list","left_facility_list","full_facility_list","edu_total_facility_list","edu_matched_facility_list","edu_rejected_facility_list","edu_finished_facility_list","edu_left_facility_list","health_total_facility_list","health_matched_facility_list","health_rejected_facility_list","health_finished_facility_list","health_left_facility_list","state_facility_list","lga_facility_list","zone_facility_list","X_id_baseline","total_baseline","matched_baseline","rejected_baseline","finished_baseline","left_baseline","full_baseline","edu_total_baseline","edu_matched_baseline","edu_rejected_baseline","edu_finished_baseline","edu_left_baseline","health_total_baseline","health_matched_baseline","health_rejected_baseline","health_finished_baseline","health_left_baseline","state_baseline","lga_baseline","zone_baseline"
"585",592,"51b0b213b0593c9c276ed234",93,78,0,78,15,TRUE,58,46,0,46,12,35,32,0,32,3,"osun","ola_oluwa","southwest","51b0b206b0593c9c276ec92d",93,78,15,93,0,TRUE,58,46,12,58,0,35,32,3,35,0,"osun","ola_oluwa","southwest"
"586",593,"51b0b213b0593c9c276ed204",151,70,0,70,81,TRUE,110,59,0,59,51,41,11,0,11,30,"osun","olorunda","southwest","51b0b206b0593c9c276ec92a",106,70,35,105,1,TRUE,88,59,29,88,0,18,11,6,17,1,"osun","olorunda","southwest"
"587",594,"51b0b213b0593c9c276ed154",120,105,0,105,15,TRUE,89,76,0,76,13,31,29,0,29,2,"oyo","olorunsogo","southwest","51b0b206b0593c9c276ec9e1",119,105,14,119,0,TRUE,89,76,13,89,0,30,29,1,30,0,"oyo","olorunsogo","southwest"
"588",595,"51b0b213b0593c9c276ed135",465,141,0,141,324,TRUE,402,118,0,118,284,63,23,0,23,40,"oyo","oluyole","southwest","51b0b206b0593c9c276ec88d",157,141,16,157,0,TRUE,128,118,10,128,0,29,23,6,29,0,"oyo","oluyole","southwest"
"589",596,"51b0b213b0593c9c276ed352",139,107,0,107,32,TRUE,100,80,0,80,20,39,27,0,27,12,"kogi","omala","north_central","51b0b206b0593c9c276ec910",135,107,28,135,0,TRUE,95,80,15,95,0,40,27,13,40,0,"kogi","omala","north_central"
"590",597,"51b0b213b0593c9c276ed355",95,36,0,36,59,TRUE,63,24,0,24,39,32,12,0,12,20,"rivers","omuma","south_south","51b0b206b0593c9c276ec9ce",39,36,3,39,0,TRUE,26,24,2,26,0,13,12,1,13,0,"rivers","omuma","south_south"
"591",598,"51b0b213b0593c9c276ed1f5",658,202,0,202,456,TRUE,537,157,0,157,380,121,45,0,45,76,"oyo","ona_ara","southwest","51b0b206b0593c9c276ec8b5",218,201,16,217,1,TRUE,169,156,12,168,1,49,45,4,49,0,"oyo","ona_ara","southwest"
"592",599,"51b0b213b0593c9c276ed191",104,73,0,73,31,TRUE,74,53,0,53,21,30,20,0,20,10,"ondo","ondo_east","southwest","51b0b206b0593c9c276ec73c",84,73,4,77,7,TRUE,62,53,3,56,6,22,20,1,21,1,"ondo","ONDO_EAST","southwest"
"593",600,"51b0b213b0593c9c276ed372",251,89,0,89,162,TRUE,208,70,0,70,138,43,19,0,19,24,"ondo","ondo_west","southwest","51b0b206b0593c9c276ec7db",112,89,2,91,21,TRUE,90,70,0,70,20,22,19,2,21,1,"ondo","ondo_west","southwest"
"594",601,"51b0b213b0593c9c276ed291",184,19,0,19,165,TRUE,145,16,0,16,129,39,3,0,3,36,"ebonyi","onicha","southeast","51b0b206b0593c9c276ec9e3",33,19,14,33,0,TRUE,25,16,9,25,0,8,3,5,8,0,"ebonyi","onicha","southeast"
"595",602,"51b0b213b0593c9c276ed2bd",394,64,0,64,330,TRUE,198,47,0,47,151,196,17,0,17,179,"anambra","onitsha_north","southeast","51b0b206b0593c9c276ec7dc",85,64,17,81,4,TRUE,59,47,11,58,1,26,17,6,23,3,"anambra","onitsha_north","southeast"
"596",603,"51b0b213b0593c9c276ed2a5",143,58,0,58,85,TRUE,72,50,0,50,22,71,8,0,8,63,"anambra","onitsha_south","southeast","51b0b206b0593c9c276ec959",82,58,24,82,0,TRUE,69,50,19,69,0,13,8,5,13,0,"anambra","onitsha_south","southeast"
"597",604,"51b0b213b0593c9c276ed1b1",50,33,0,33,17,TRUE,48,33,0,33,15,2,0,0,0,2,"akwa_ibom","onna","south_south","51b0b206b0593c9c276eca0a",70,33,37,70,0,TRUE,50,33,17,50,0,20,0,20,20,0,"akwa_ibom","onna","south_south"
"598",605,"51b0b213b0593c9c276ed35e",218,127,0,127,91,TRUE,162,95,0,95,67,56,32,0,32,24,"benue","okpokwu","north_central","51b0b206b0593c9c276ec7dd",199,127,0,127,72,TRUE,157,95,0,95,62,42,32,0,32,10,"benue","okpokwu","north_central"
"599",606,"51b0b213b0593c9c276ed241",38,30,0,30,8,TRUE,31,23,0,23,8,7,7,0,7,0,"rivers","opobo_nkoro","south_south","51b0b206b0593c9c276eca10",33,30,3,33,0,TRUE,26,23,3,26,0,7,7,0,7,0,"rivers","opobo_nkoro","south_south"
"600",607,"51b0b213b0593c9c276ed138",257,37,0,37,220,TRUE,77,24,0,24,53,180,13,0,13,167,"edo","oredo","south_south","51b0b206b0593c9c276ec9c3",95,37,58,95,0,TRUE,64,24,40,64,0,31,13,18,31,0,"edo","oredo","south_south"
"601",608,"51b0b213b0593c9c276ed251",108,90,0,90,18,TRUE,92,80,0,80,12,16,10,0,10,6,"oyo","orelope","southwest","51b0b206b0593c9c276ec9e0",99,90,9,99,0,TRUE,86,80,6,86,0,13,10,3,13,0,"oyo","orelope","southwest"
"602",609,"51b0b213b0593c9c276ed199",193,124,0,124,69,TRUE,151,86,0,86,65,42,38,0,38,4,"osun","oriade","southwest","51b0b206b0593c9c276ec919",154,124,28,152,2,TRUE,112,86,25,111,1,42,38,3,41,1,"osun","oriade","southwest"
"603",610,"51b0b213b0593c9c276ed0c2",377,66,0,66,311,TRUE,291,47,0,47,244,86,19,0,19,67,"oyo","oriire","southwest","51b0b206b0593c9c276ec9bb",66,66,0,66,0,TRUE,47,47,0,47,0,19,19,0,19,0,"oyo","oriire","southwest"
"604",611,"51b0b213b0593c9c276ed183",176,82,0,82,94,TRUE,103,66,0,66,37,73,16,0,16,57,"imo","orlu","southeast","51b0b206b0593c9c276ec9ed",102,82,20,102,0,TRUE,77,66,11,77,0,25,16,9,25,0,"imo","orlu","southeast"
"605",612,"51b0b213b0593c9c276ed2dc",69,19,0,19,50,TRUE,46,15,0,15,31,23,4,0,4,19,"osun","orolu","southwest","51b0b206b0593c9c276ec90f",22,19,3,22,0,TRUE,17,15,2,17,0,5,4,1,5,0,"osun","orolu","southwest"
"606",613,"51b0b213b0593c9c276ed1ac",51,16,0,16,35,TRUE,37,13,0,13,24,14,3,0,3,11,"akwa_ibom","oron","south_south","51b0b206b0593c9c276eca11",39,16,23,39,0,TRUE,29,13,16,29,0,10,3,7,10,0,"akwa_ibom","oron","south_south"
"607",614,"51b0b213b0593c9c276ed240",131,70,0,70,61,TRUE,71,48,0,48,23,60,22,0,22,38,"imo","orsu","southeast","51b0b206b0593c9c276ec95a",87,70,14,84,3,TRUE,56,48,8,56,0,31,22,6,28,3,"imo","orsu","southeast"
"608",615,"51b0b213b0593c9c276ed25b",125,51,0,51,74,TRUE,65,51,0,51,14,60,0,0,0,60,"imo","oru_east","southeast","51b0b206b0593c9c276eca1c",82,51,13,64,18,TRUE,64,51,13,64,0,18,0,0,0,18,"imo","oru_east","southeast"
"609",616,"51b0b213b0593c9c276ed394",118,98,0,98,20,TRUE,101,84,0,84,17,17,14,0,14,3,"akwa_ibom","oruk_anam","south_south","51b0b206b0593c9c276ec9e6",120,98,22,120,0,TRUE,103,84,19,103,0,17,14,3,17,0,"akwa_ibom","oruk_anam","south_south"
"610",617,"51b0b213b0593c9c276ed1e4",154,123,0,123,31,TRUE,102,81,0,81,21,52,42,0,42,10,"anambra","orumba_north","southeast","51b0b206b0593c9c276ec9db",146,123,22,145,1,TRUE,98,81,17,98,0,48,42,5,47,1,"anambra","orumba_north","southeast"
"611",618,"51b0b213b0593c9c276ed243",122,57,0,57,65,TRUE,78,46,0,46,32,44,11,0,11,33,"anambra","orumba_south","southeast","51b0b206b0593c9c276ec9dc",75,57,18,75,0,TRUE,59,46,13,59,0,16,11,5,16,0,"anambra","orumba_south","southeast"
"612",619,"51b0b213b0593c9c276ed254",118,67,0,67,51,TRUE,69,48,0,48,21,49,19,0,19,30,"imo","oru_west","southeast","51b0b206b0593c9c276ec7de",90,67,15,82,8,TRUE,60,48,7,55,5,30,19,8,27,3,"imo","oru_west","southeast"
"613",620,"51b0b213b0593c9c276ed120",118,92,0,92,26,TRUE,90,68,0,68,22,28,24,0,24,4,"ondo","ose","southwest","51b0b206b0593c9c276ec822",94,92,2,94,0,TRUE,69,68,1,69,0,25,24,1,25,0,"ondo","ose","southwest"
"614",621,"51b0b213b0593c9c276ed190",93,63,0,63,30,TRUE,80,52,0,52,28,13,11,0,11,2,"delta","oshimili_north","south_south","51b0b206b0593c9c276ec905",107,63,44,107,0,TRUE,87,52,35,87,0,20,11,9,20,0,"delta","oshimili_north","south_south"
"615",622,"51b0b213b0593c9c276ed198",109,5,0,5,104,TRUE,98,0,0,0,98,11,5,0,5,6,"delta","oshimili_south","south_south","51b0b206b0593c9c276ec7df",133,5,25,30,103,TRUE,103,0,0,0,103,30,5,25,30,0,"delta","oshimili_south","south_south"
"616",623,"51b0b213b0593c9c276ed107",187,84,0,84,103,TRUE,118,59,0,59,59,69,25,0,25,44,"lagos","oshodi_isolo","southwest","51b0b206b0593c9c276ec7e0",159,84,74,158,1,TRUE,118,59,58,117,1,41,25,16,41,0,"lagos","oshodi_isolo","southwest"
"617",624,"51b0b213b0593c9c276ed16a",114,37,0,37,77,TRUE,60,20,0,20,40,54,17,0,17,37,"abia","osisioma_ngwa","southeast","51b0b206b0593c9c276ec95b",70,37,33,70,0,TRUE,39,20,19,39,0,31,17,14,31,0,"abia","osisioma_ngwa","southeast"
"618",625,"51b0b213b0593c9c276ed1b4",256,63,0,63,193,TRUE,220,53,0,53,167,36,10,0,10,26,"osun","osogbo","southwest","51b0b206b0593c9c276ec92c",91,63,28,91,0,TRUE,70,53,17,70,0,21,10,11,21,0,"osun","osogbo","southwest"
"619",626,"51b0b213b0593c9c276ed360",350,152,0,152,198,TRUE,271,120,0,120,151,79,32,0,32,47,"benue","oturkpo","north_central","51b0b206b0593c9c276ec7e1",174,152,0,152,22,TRUE,139,120,0,120,19,35,32,0,32,3,"benue","oturkpo","north_central"
"620",627,"51b0b213b0593c9c276ed2ba",149,39,0,39,110,TRUE,120,23,0,23,97,29,16,0,16,13,"edo","ovia_north_east","south_south","51b0b206b0593c9c276ec9f9",54,39,15,54,0,TRUE,31,23,8,31,0,23,16,7,23,0,"edo","ovia_north_east","south_south"
"621",628,"51b0b213b0593c9c276ed257",135,42,0,42,93,TRUE,113,38,0,38,75,22,4,0,4,18,"edo","ovia_south_west","south_south","51b0b206b0593c9c276eca00",66,42,24,66,0,TRUE,44,38,6,44,0,22,4,18,22,0,"edo","ovia_south_west","south_south"
"622",629,"51b0b213b0593c9c276ed1ee",96,58,0,58,38,TRUE,62,42,0,42,20,34,16,0,16,18,"edo","owan_east","south_south","51b0b206b0593c9c276ec9f6",87,58,29,87,0,TRUE,56,42,14,56,0,31,16,15,31,0,"edo","owan_east","south_south"
"623",630,"51b0b213b0593c9c276ed1cc",157,71,0,71,86,TRUE,111,56,0,56,55,46,15,0,15,31,"edo","owan_west","south_south","51b0b206b0593c9c276ec9f7",101,71,30,101,0,TRUE,73,56,17,73,0,28,15,13,28,0,"edo","owan_west","south_south"
"624",631,"51b0b213b0593c9c276ed217",329,49,0,49,280,TRUE,173,42,0,42,131,156,7,0,7,149,"imo","owerri_municipal","southeast","51b0b206b0593c9c276ec95c",57,48,9,57,0,TRUE,46,41,5,46,0,11,7,4,11,0,"imo","owerri_municipal","southeast"
"625",632,"51b0b213b0593c9c276ed2fb",274,100,0,100,174,TRUE,154,77,0,77,77,120,23,0,23,97,"imo","owerri_north","southeast","51b0b206b0593c9c276eca18",146,99,47,146,0,TRUE,115,76,39,115,0,31,23,8,31,0,"imo","owerri_north","southeast"
"626",633,"51b0b213b0593c9c276ed1b0",152,60,0,60,92,TRUE,101,34,0,34,67,51,26,0,26,25,"imo","owerri_west","southeast","51b0b206b0593c9c276eca16",120,60,60,120,0,TRUE,83,34,49,83,0,37,26,11,37,0,"imo","owerri_west","southeast"
"627",634,"51b0b213b0593c9c276ed103",178,99,0,99,79,TRUE,112,67,0,67,45,66,32,0,32,34,"ondo","owo","southwest","51b0b206b0593c9c276ec824",112,99,13,112,0,TRUE,78,67,11,78,0,34,32,2,34,0,"ondo","owo","southwest"
"628",635,"51b0b213b0593c9c276ed1dc",133,114,0,114,19,TRUE,108,92,0,92,16,25,22,0,22,3,"ekiti","oye","southwest","51b0b206b0593c9c276ec7e2",126,114,7,121,5,TRUE,101,92,4,96,5,25,22,3,25,0,"ekiti","oye","southwest"
"629",636,"51b0b213b0593c9c276ed2f4",100,35,0,35,65,TRUE,64,25,0,25,39,36,10,0,10,26,"anambra","oyi","southeast","51b0b206b0593c9c276ec7e3",53,35,15,50,3,TRUE,35,25,7,32,3,18,10,8,18,0,"anambra","oyi","southeast"
"630",637,"51b0b213b0593c9c276ed272",194,108,0,108,86,TRUE,154,85,0,85,69,40,23,0,23,17,"rivers","oyigbo","south_south","51b0b206b0593c9c276ec9a1",191,108,83,191,0,TRUE,152,85,67,152,0,39,23,16,39,0,"rivers","oyigbo","south_south"
"631",638,"51b0b213b0593c9c276ed16d",471,139,0,139,332,TRUE,432,117,0,117,315,39,22,0,22,17,"oyo","oyo_west","southwest","51b0b206b0593c9c276ec8c5",181,139,42,181,0,TRUE,150,117,33,150,0,31,22,9,31,0,"oyo","oyo_west","southwest"
"632",639,"51b0b213b0593c9c276ed176",151,85,0,85,66,TRUE,115,60,0,60,55,36,25,0,25,11,"oyo","oyo_east","southwest","51b0b206b0593c9c276ec8ca",105,85,20,105,0,TRUE,76,60,16,76,0,29,25,4,29,0,"oyo","oyo_east","southwest"
"633",640,"51b0b213b0593c9c276ed232",285,130,0,130,155,TRUE,243,110,0,110,133,42,20,0,20,22,"kwara","oyun","north_central","51b0b206b0593c9c276ec8f5",156,130,26,156,0,TRUE,131,110,21,131,0,25,20,5,25,0,"kwara","oyun","north_central"
"634",641,"51b0b213b0593c9c276ed33b",357,214,0,214,143,TRUE,249,137,0,137,112,108,77,0,77,31,"niger","paikoro","north_central","51b0b206b0593c9c276ec7e4",277,214,0,214,63,TRUE,196,137,0,137,59,81,77,0,77,4,"niger","paikoro","north_central"
"635",642,"51b0b213b0593c9c276ed0e7",433,187,0,187,246,TRUE,324,132,0,132,192,109,55,0,55,54,"plateau","pankshin","north_central","51b0b206b0593c9c276ec7e5",240,187,41,228,12,TRUE,168,132,25,157,11,72,55,16,71,1,"plateau","pankshin","north_central"
"636",643,"51b0b213b0593c9c276ed121",53,43,0,43,10,TRUE,37,32,0,32,5,16,11,0,11,5,"delta","patani","south_south","51b0b206b0593c9c276ec95d",47,43,4,47,0,TRUE,35,32,3,35,0,12,11,1,12,0,"delta","patani","south_south"
"637",644,"51b0b213b0593c9c276ed212",334,162,0,162,172,TRUE,290,133,0,133,157,44,29,0,29,15,"kwara","patigi","north_central","51b0b206b0593c9c276ec8f1",182,162,20,182,0,TRUE,142,133,9,142,0,40,29,11,40,0,"kwara","patigi","north_central"
"638",645,"51b0b213b0593c9c276ed283",118,65,0,65,53,TRUE,86,52,0,52,34,32,13,0,13,19,"rivers","port_harcourt","south_south","51b0b206b0593c9c276eca22",85,65,20,85,0,TRUE,69,52,17,69,0,16,13,3,16,0,"rivers","port_harcourt","south_south"
"639",646,"51b0b213b0593c9c276ed0fb",120,51,0,51,69,TRUE,86,40,0,40,46,34,11,0,11,23,"yobe","potiskum","northeast","51b0b206b0593c9c276eca34",67,51,14,65,2,TRUE,53,40,13,53,0,14,11,1,12,2,"yobe","potiskum","northeast"
"640",647,"51b0b213b0593c9c276ed0c5",534,217,0,217,317,TRUE,403,161,0,161,242,131,56,0,56,75,"plateau","qua_an_pan","north_central","51b0b206b0593c9c276ec8fe",264,217,47,264,0,TRUE,185,161,24,185,0,79,56,23,79,0,"plateau","qua_an_pan","north_central"
"641",648,"51b0b213b0593c9c276ed2e1",121,99,0,99,22,TRUE,93,73,0,73,20,28,26,0,26,2,"sokoto","rabah","northwest","51b0b206b0593c9c276ec7e6",111,99,0,99,12,TRUE,83,73,0,73,10,28,26,0,26,2,"sokoto","rabah","northwest"
"642",649,"51b0b213b0593c9c276ed0c8",240,167,0,167,73,TRUE,153,106,0,106,47,87,61,0,61,26,"niger","rafi","north_central","51b0b206b0593c9c276ec7e7",215,167,0,167,48,TRUE,135,106,0,106,29,80,61,0,61,19,"niger","rafi","north_central"
"643",650,"51b0b213b0593c9c276ed264",123,102,0,102,21,TRUE,109,88,0,88,21,14,14,0,14,0,"kano","rano","northwest","51b0b206b0593c9c276ec892",154,102,52,154,0,TRUE,139,88,51,139,0,15,14,1,15,0,"kano","rano","northwest"
"644",651,"51b0b213b0593c9c276ed163",78,54,0,54,24,TRUE,55,39,0,39,16,23,15,0,15,8,"ogun","remo_north","southwest","51b0b206b0593c9c276ec89e",68,54,12,66,2,TRUE,52,39,12,51,1,16,15,0,15,1,"ogun","remo_north","southwest"
"645",652,"51b0b213b0593c9c276ed12e",206,95,0,95,111,TRUE,132,49,0,49,83,74,46,0,46,28,"niger","rijau","north_central","51b0b206b0593c9c276ec7e8",162,95,0,95,67,TRUE,103,49,0,49,54,59,46,0,46,13,"niger","rijau","north_central"
"646",653,"51b0b213b0593c9c276ed2ea",170,82,0,82,88,TRUE,119,48,0,48,71,51,34,0,34,17,"katsina","rimi","northwest","51b0b206b0593c9c276ec95e",120,82,38,120,0,TRUE,72,48,24,72,0,48,34,14,48,0,"katsina","rimi","northwest"
"647",654,"51b0b213b0593c9c276ed276",102,69,0,69,33,TRUE,81,48,0,48,33,21,21,0,21,0,"kano","rimin_gado","northwest","51b0b206b0593c9c276ec8e6",109,69,40,109,0,TRUE,88,48,40,88,0,21,21,0,21,0,"kano","rimin_gado","northwest"
"648",655,"51b0b213b0593c9c276ed1fb",137,120,0,120,17,TRUE,109,94,0,94,15,28,26,0,26,2,"jigawa","ringim","northwest","51b0b206b0593c9c276ec8e9",146,120,26,146,0,TRUE,118,94,24,118,0,28,26,2,28,0,"jigawa","ringim","northwest"
"649",656,"51b0b213b0593c9c276ed1dd",147,109,0,109,38,TRUE,93,68,0,68,25,54,41,0,41,13,"plateau","riyom","north_central","51b0b206b0593c9c276ec98a",121,109,12,121,0,TRUE,73,68,5,73,0,48,41,7,48,0,"plateau","RIYOM","north_central"
"650",657,"51b0b213b0593c9c276ed362",217,152,0,152,65,TRUE,193,134,0,134,59,24,18,0,18,6,"kano","rogo","northwest","51b0b206b0593c9c276ec7e9",163,152,0,152,11,TRUE,144,134,0,134,10,19,18,0,18,1,"kano","rogo","northwest"
"651",658,"51b0b213b0593c9c276ed379",57,52,0,52,5,TRUE,44,40,0,40,4,13,12,0,12,1,"jigawa","roni","northwest","51b0b206b0593c9c276ec7ea",68,51,8,59,9,TRUE,54,39,6,45,9,14,12,2,14,0,"jigawa","roni","northwest"
"652",659,"51b0b213b0593c9c276ed1c3",176,117,0,117,59,TRUE,136,85,0,85,51,40,32,0,32,8,"sokoto","sabon_birni","northwest","51b0b206b0593c9c276ec7eb",187,117,0,117,70,TRUE,149,85,0,85,64,38,32,0,32,6,"sokoto","sabon_birni","northwest"
"653",660,"51b0b213b0593c9c276ed1f8",212,60,0,60,152,TRUE,155,42,0,42,113,57,18,0,18,39,"kaduna","sabon_gari","northwest","51b0b206b0593c9c276ec7ec",79,60,0,60,19,TRUE,59,42,0,42,17,20,18,0,18,2,"kaduna","sabon_gari","northwest"
"654",661,"51b0b213b0593c9c276ed210",105,61,0,61,44,TRUE,65,38,0,38,27,40,23,0,23,17,"katsina","sabuwa","northwest","51b0b206b0593c9c276ec9fe",106,61,45,106,0,TRUE,78,38,40,78,0,28,23,5,28,0,"katsina","sabuwa","northwest"
"655",662,"51b0b213b0593c9c276ed310",105,82,0,82,23,TRUE,63,51,0,51,12,42,31,0,31,11,"katsina","safana","northwest","51b0b206b0593c9c276ec9ad",105,82,23,105,0,TRUE,68,51,17,68,0,37,31,6,37,0,"katsina","safana","northwest"
"656",663,"51b0b213b0593c9c276ed37b",144,107,0,107,37,TRUE,109,80,0,80,29,35,27,0,27,8,"bayelsa","sagbama","south_south","51b0b206b0593c9c276ec9a0",134,109,25,134,0,TRUE,106,83,23,106,0,28,26,2,28,0,"bayelsa","sagbama","south_south"
"657",664,"51b0b213b0593c9c276ed343",139,114,0,114,25,TRUE,86,69,0,69,17,53,45,0,45,8,"kebbi","sakaba","northwest","51b0b206b0593c9c276ec836",117,114,3,117,0,TRUE,70,69,1,70,0,47,45,2,47,0,"kebbi","sakaba","northwest"
"658",665,"51b0b213b0593c9c276ed239",106,76,0,76,30,TRUE,89,65,0,65,24,17,11,0,11,6,"oyo","saki_east","southwest","51b0b206b0593c9c276ec9e2",87,76,11,87,0,TRUE,73,65,8,73,0,14,11,3,14,0,"oyo","saki_east","southwest"
"659",666,"51b0b213b0593c9c276ed2aa",239,167,0,167,72,TRUE,183,119,0,119,64,56,48,0,48,8,"oyo","saki_west","southwest","51b0b206b0593c9c276ec7ed",200,167,32,199,1,TRUE,150,119,30,149,1,50,48,2,50,0,"oyo","saki_west","southwest"
"660",667,"51b0b213b0593c9c276ed220",90,73,0,73,17,TRUE,50,40,0,40,10,40,33,0,33,7,"katsina","sandamu","northwest","51b0b206b0593c9c276ec941",86,73,13,86,0,TRUE,51,40,11,51,0,35,33,2,35,0,"katsina","sandamu","northwest"
"661",668,"51b0b213b0593c9c276ed32c",261,7,0,7,254,TRUE,189,5,0,5,184,72,2,0,2,70,"kaduna","sanga","northwest","51b0b206b0593c9c276ec84f",9,7,2,9,0,TRUE,6,5,1,6,0,3,2,1,3,0,"kaduna","sanga","northwest"
"662",669,"51b0b213b0593c9c276ed150",214,155,0,155,59,TRUE,198,141,0,141,57,16,14,0,14,2,"delta","sapele","south_south","51b0b206b0593c9c276ec85f",240,155,85,240,0,TRUE,208,141,67,208,0,32,14,18,32,0,"delta","sapele","south_south"
"663",670,"51b0b213b0593c9c276ed3a6",205,153,0,153,52,TRUE,148,103,0,103,45,57,50,0,50,7,"taraba","sardauna","northeast","51b0b206b0593c9c276ec855",253,155,98,253,0,TRUE,191,105,86,191,0,62,50,12,62,0,"taraba","sardauna","northeast"
"664",671,"51b0b213b0593c9c276ed1b2",293,57,0,57,236,TRUE,213,39,0,39,174,80,18,0,18,62,"ogun","shagamu","southwest","51b0b206b0593c9c276ec7ee",209,57,34,91,118,TRUE,164,39,30,69,95,45,18,4,22,23,"ogun","shagamu","southwest"
"665",672,"51b0b213b0593c9c276ed29f",64,41,0,41,23,TRUE,37,28,0,28,9,27,13,0,13,14,"sokoto","shagari","northwest","51b0b206b0593c9c276ec7ef",115,41,0,41,74,TRUE,87,28,0,28,59,28,13,0,13,15,"sokoto","shagari","northwest"
"666",673,"51b0b213b0593c9c276ed282",70,8,0,8,62,TRUE,42,5,0,5,37,28,3,0,3,25,"kebbi","shanga","northwest","51b0b206b0593c9c276ec86e",44,8,36,44,0,TRUE,31,5,26,31,0,13,3,10,13,0,"kebbi","shanga","northwest"
"667",674,"51b0b213b0593c9c276ed304",98,78,0,78,20,TRUE,62,52,0,52,10,36,26,0,26,10,"borno","shani","northeast","51b0b206b0593c9c276ec8c1",86,78,6,84,2,TRUE,56,52,4,56,0,30,26,2,28,2,"borno","SHANI","northeast"
"668",675,"51b0b213b0593c9c276ed26c",144,119,0,119,25,TRUE,122,98,0,98,24,22,21,0,21,1,"kano","shanono","northwest","51b0b206b0593c9c276ec7f0",150,119,0,119,31,TRUE,123,98,0,98,25,27,21,0,21,6,"kano","shanono","northwest"
"669",676,"51b0b213b0593c9c276ed322",121,83,0,83,38,TRUE,75,45,0,45,30,46,38,0,38,8,"adamawa","shelleng","northeast","51b0b206b0593c9c276ec8ce",114,83,31,114,0,TRUE,66,45,21,66,0,48,38,10,48,0,"adamawa","shelleng","northeast"
"670",677,"51b0b213b0593c9c276ed181",276,183,0,183,93,TRUE,195,138,0,138,57,81,45,0,45,36,"plateau","shendam","north_central","51b0b206b0593c9c276ec8e4",245,183,62,245,0,TRUE,188,138,50,188,0,57,45,12,57,0,"plateau","shendam","north_central"
"671",678,"51b0b213b0593c9c276ed139",136,101,0,101,35,TRUE,90,64,0,64,26,46,37,0,37,9,"zamfara","shinkafi","northwest","51b0b206b0593c9c276ec7f1",114,101,0,101,13,TRUE,77,64,0,64,13,37,37,0,37,0,"zamfara","shinkafi","northwest"
"672",679,"51b0b213b0593c9c276ed2f9",137,41,0,41,96,TRUE,110,34,0,34,76,27,7,0,7,20,"bauchi","shira","northeast","51b0b206b0593c9c276ec942",53,41,12,53,0,TRUE,36,34,2,36,0,17,7,10,17,0,"bauchi","shira","northeast"
"673",680,"51b0b213b0593c9c276ed35d",375,155,0,155,220,TRUE,214,90,0,90,124,161,65,0,65,96,"niger","shiroro","north_central","51b0b206b0593c9c276ec7f2",284,155,0,155,129,TRUE,176,90,0,90,86,108,65,0,65,43,"niger","shiroro","north_central"
"674",681,"51b0b213b0593c9c276ed29a",170,82,0,82,88,TRUE,126,48,0,48,78,44,34,0,34,10,"gombe","shomgom","northeast","51b0b206b0593c9c276ec840",89,82,7,89,0,TRUE,52,48,4,52,0,37,34,3,37,0,"gombe","shomgom","northeast"
"675",682,"51b0b213b0593c9c276ed12c",232,84,0,84,148,TRUE,111,55,0,55,56,121,29,0,29,92,"lagos","shomolu","southwest","51b0b206b0593c9c276ec882",128,84,43,127,1,TRUE,91,55,36,91,0,37,29,7,36,1,"lagos","shomolu","southwest"
"676",683,"51b0b213b0593c9c276ed317",124,52,0,52,72,TRUE,92,29,0,29,63,32,23,0,23,9,"sokoto","silame","northwest","51b0b206b0593c9c276ec7f3",120,52,0,52,68,TRUE,85,29,0,29,56,35,23,0,23,12,"sokoto","silame","northwest"
"677",684,"51b0b213b0593c9c276ed1ec",311,210,0,210,101,TRUE,250,163,0,163,87,61,47,0,47,14,"kaduna","soba","northwest","51b0b206b0593c9c276ec7f4",227,210,0,210,17,TRUE,174,163,0,163,11,53,47,0,47,6,"kaduna","soba","northwest"
"678",685,"51b0b213b0593c9c276ed308",36,22,0,22,14,TRUE,22,14,0,14,8,14,8,0,8,6,"sokoto","sokoto_north","northwest","51b0b206b0593c9c276ec7f5",43,22,0,22,21,TRUE,33,14,0,14,19,10,8,0,8,2,"sokoto","sokoto_north","northwest"
"679",686,"51b0b213b0593c9c276ed309",60,37,0,37,23,TRUE,31,18,0,18,13,29,19,0,19,10,"sokoto","sokoto_south","northwest","51b0b206b0593c9c276ec7f6",50,37,0,37,13,TRUE,30,18,0,18,12,20,19,0,19,1,"sokoto","sokoto_south","northwest"
"680",687,"51b0b213b0593c9c276ed315",215,165,0,165,50,TRUE,142,97,0,97,45,73,68,0,68,5,"adamawa","song","northeast","51b0b206b0593c9c276ec9a4",194,165,29,194,0,TRUE,105,97,8,105,0,89,68,21,89,0,"adamawa","SONG","northeast"
"681",688,"51b0b213b0593c9c276ed0eb",267,169,0,169,98,TRUE,227,135,0,135,92,40,34,0,34,6,"bayelsa","southern_ijaw","south_south","51b0b206b0593c9c276ec99a",209,169,40,209,0,TRUE,169,135,34,169,0,40,34,6,40,0,"bayelsa","southern_ijaw","south_south"
